size,price,Date,City,District
49,2300,2023-07-13,Kraków,Dębniki
140,2400,2023-07-15,Kraków,Stare Miasto
45,2300,2023-07-13,Kraków,Dębniki
25,2000,2023-07-10,Kraków,Czyżyny
28,1900,2023-07-10,Kraków,Stare Miasto
27,2000,2023-07-10,Kraków,Podgórze Duchackie
55,3600,2023-07-10,Kraków,Stare Miasto
35,1900,2023-07-10,Kraków,Prądnik Czerwony
65,3700,2023-07-10,Kraków,Stare Miasto
44,2700,2023-07-10,Kraków,Nowa Huta
38,2500,2023-07-10,Kraków,Krowodrza
38,3500,2023-07-10,Kraków,Stare Miasto
38,2500,2023-07-10,Kraków,Prądnik Czerwony
36,3100,2023-07-13,Kraków,Podgórze
28,2000,2023-06-23,Kraków,Podgórze Duchackie
40,2700,2023-07-13,Kraków,Podgórze Duchackie
30,2550,2023-07-10,Kraków,Prądnik Czerwony
40,2600,2023-07-10,Kraków,Podgórze Duchackie
45,2500,2023-07-10,Kraków,Podgórze
50,3000,2023-07-10,Kraków,Stare Miasto
34,1400,2023-07-10,Kraków,Prądnik Czerwony
35,2900,2023-07-10,Kraków,Podgórze
35,2400,2023-07-10,Kraków,Stare Miasto
49,2300,2023-07-10,Kraków,Grzegórzki
75,4250,2023-07-10,Kraków,Zwierzyniec
64,3100,2023-07-10,Kraków,Mistrzejowice
48,2600,2023-07-14,Wrocław,Krzyki
34,2500,2023-07-11,Wrocław,Psie Pole
38,2900,2023-07-14,Wrocław,Śródmieście
55,2800,2023-07-15,Wrocław,Krzyki
30,2000,2023-07-15,Wrocław,Krzyki
28,2390,2023-07-15,Wrocław,Stare Miasto
29,1700,2023-07-15,Wrocław,Psie Pole
40,2390,2023-07-15,Wrocław,Psie Pole
49,3100,2023-07-15,Wrocław,Śródmieście
45,4000,2023-07-15,Wrocław,Śródmieście
16,1800,2023-07-15,Wrocław,Krzyki
40,1999,2023-07-15,Wrocław,Stare Miasto
40,3999,2023-07-15,Wrocław,Stare Miasto
54,3500,2023-07-13,Wrocław,Psie Pole
25,2500,2023-07-14,Wrocław,Stare Miasto
60,3000,2023-07-13,Wrocław,Psie Pole
44,2499,2023-07-15,Wrocław,Krzyki
70,3500,2023-07-15,Wrocław,Fabryczna
51,3370,2023-07-15,Wrocław,Śródmieście
35,2900,2023-07-15,Wrocław,Śródmieście
55,2500,2023-07-15,Wrocław,Psie Pole
75,2900,2023-07-15,Wrocław,Krzyki
42,3000,2023-07-15,Wrocław,Krzyki
17,1900,2023-07-15,Wrocław,Stare Miasto
38,3200,2023-07-15,Wrocław,Stare Miasto
149,8500,2023-07-15,Wrocław,Krzyki
29,2200,2023-07-09,Wrocław,Stare Miasto
20,2300,2023-07-14,Wrocław,Psie Pole
42,2500,2023-07-14,Wrocław,Stare Miasto
59,3750,2023-07-15,Wrocław,Śródmieście
44,2390,2023-07-15,Wrocław,Stare Miasto
14,1990,2023-07-15,Wrocław,Stare Miasto
52,2400,2023-07-15,Wrocław,Psie Pole
31,1300,2023-07-15,Wrocław,Fabryczna
60,2200,2023-07-15,Wrocław,Krzyki
27,2300,2023-07-15,Wrocław,Stare Miasto
41,3300,2023-07-15,Wrocław,Fabryczna
70,2800,2023-07-15,Wrocław,Krzyki
50,1950,2023-07-15,Wrocław,Krzyki
18,1900,2023-07-13,Wrocław,Psie Pole
110,4500,2023-07-14,Wrocław,Krzyki
28,2200,2023-07-10,Wrocław,Śródmieście
19,1950,2023-07-15,Wrocław,Stare Miasto
55,2500,2023-07-15,Wrocław,Krzyki
50,2700,2023-07-15,Wrocław,Krzyki
47,2700,2023-07-15,Wrocław,Stare Miasto
66,2700,2023-07-15,Wrocław,Stare Miasto
48,2900,2023-07-15,Wrocław,Stare Miasto
29,2700,2023-07-15,Wrocław,Śródmieście
25,2000,2023-07-15,Wrocław,Krzyki
38,2690,2023-07-15,Wrocław,Krzyki
56,1250,2023-07-15,Wrocław,Stare Miasto
53,2900,2023-07-14,Wrocław,Psie Pole
69,3500,2023-07-12,Wrocław,Krzyki
36,1799,2023-07-14,Wrocław,Krzyki
50,2900,2023-07-15,Wrocław,Stare Miasto
69,3600,2023-07-15,Wrocław,Psie Pole
50,2700,2023-07-15,Wrocław,Fabryczna
53,3200,2023-07-15,Wrocław,Fabryczna
47,2500,2023-07-15,Wrocław,Śródmieście
33,2600,2023-07-15,Wrocław,Stare Miasto
71,2900,2023-07-15,Wrocław,Stare Miasto
55,2500,2023-07-15,Wrocław,Psie Pole
60,3500,2023-07-15,Wrocław,Fabryczna
31,2300,2023-07-15,Wrocław,Śródmieście
52,3200,2023-07-03,Wrocław,Stare Miasto
47,2300,2023-07-14,Wrocław,Psie Pole
25,2000,2023-07-15,Wrocław,Krzyki
67,3500,2023-07-15,Wrocław,Fabryczna
48,2300,2023-07-15,Wrocław,Psie Pole
54,1900,2023-07-15,Wrocław,Psie Pole
49,2500,2023-07-15,Wrocław,Krzyki
56,3000,2023-07-15,Wrocław,Stare Miasto
33,2600,2023-07-15,Wrocław,Krzyki
55,1950,2023-07-15,Wrocław,Psie Pole
50,2650,2023-07-15,Wrocław,Krzyki
80,4500,2023-07-15,Wrocław,Stare Miasto
30,2200,2023-07-15,Wrocław,Śródmieście
71,2900,2023-07-15,Wrocław,Stare Miasto
37,2500,2023-07-14,Wrocław,Krzyki
67,3600,2023-07-08,Wrocław,Krzyki
42,2700,2023-07-15,Wrocław,Stare Miasto
34,2500,2023-07-15,Wrocław,Fabryczna
20,1800,2023-07-15,Wrocław,Fabryczna
52,2600,2023-07-15,Wrocław,Krzyki
43,2800,2023-07-15,Wrocław,Krzyki
29,2500,2023-07-15,Wrocław,Krzyki
85,5600,2023-07-15,Wrocław,Krzyki
20,1700,2023-07-15,Wrocław,Śródmieście
56,5500,2023-07-15,Wrocław,Stare Miasto
25,2250,2023-07-15,Wrocław,Krzyki
58,2700,2023-07-14,Wrocław,Fabryczna
25,2250,2023-07-15,Wrocław,Krzyki
70,3500,2023-07-13,Wrocław,Fabryczna
29,1850,2023-07-15,Wrocław,Psie Pole
43,2600,2023-07-15,Wrocław,Śródmieście
15,2400,2023-07-15,Wrocław,Psie Pole
49,2800,2023-07-15,Wrocław,Śródmieście
27,2400,2023-07-15,Wrocław,Krzyki
63,3200,2023-07-15,Wrocław,Krzyki
40,2600,2023-07-15,Wrocław,Krzyki
87,1200,2023-07-15,Wrocław,Śródmieście
90,9500,2023-07-15,Wrocław,Śródmieście
50,2700,2023-07-15,Wrocław,Krzyki
76,4250,2023-06-30,Wrocław,Śródmieście
25,2250,2023-07-15,Wrocław,Krzyki
40,2400,2023-07-14,Wrocław,Fabryczna
55,2000,2023-07-15,Wrocław,Śródmieście
70,6000,2023-07-15,Wrocław,Psie Pole
60,2500,2023-07-15,Wrocław,Krzyki
51,3200,2023-07-15,Wrocław,Śródmieście
47,3000,2023-07-15,Wrocław,Krzyki
36,2500,2023-07-15,Wrocław,Stare Miasto
40,2000,2023-07-15,Wrocław,Fabryczna
53,2300,2023-07-15,Wrocław,Krzyki
52,2500,2023-07-15,Wrocław,Fabryczna
30,2000,2023-07-15,Wrocław,Śródmieście
50,3000,2023-07-14,Wrocław,Śródmieście
42,2500,2023-07-14,Wrocław,Stare Miasto
20,2300,2023-07-14,Wrocław,Psie Pole
50,2400,2023-07-15,Wrocław,Krzyki
33,1950,2023-07-15,Wrocław,Psie Pole
20,2200,2023-07-15,Wrocław,Stare Miasto
58,2700,2023-07-14,Wrocław,Fabryczna
37,2200,2023-07-14,Wrocław,Krzyki
54,3000,2023-07-14,Wrocław,Psie Pole
50,2800,2023-07-14,Wrocław,Fabryczna
67,3000,2023-07-14,Wrocław,Śródmieście
72,2800,2023-07-14,Wrocław,Psie Pole
38,2750,2023-07-14,Wrocław,Krzyki
56,3750,2023-07-14,Wrocław,Krzyki
59,3750,2023-07-15,Wrocław,Śródmieście
40,2700,2023-07-14,Wrocław,Stare Miasto
38,2900,2023-07-14,Wrocław,Śródmieście
96,3500,2023-07-14,Wrocław,Krzyki
20,1450,2023-07-14,Wrocław,Stare Miasto
57,3200,2023-07-14,Wrocław,Stare Miasto
68,5500,2023-07-14,Wrocław,Stare Miasto
54,3000,2023-07-14,Wrocław,Psie Pole
34,2450,2023-07-14,Wrocław,Fabryczna
27,1800,2023-07-14,Wrocław,Stare Miasto
42,2500,2023-07-14,Wrocław,Stare Miasto
75,2100,2023-07-14,Wrocław,Stare Miasto
37,2100,2023-07-11,Wrocław,Stare Miasto
54,2999,2023-07-14,Wrocław,Psie Pole
28,2200,2023-07-10,Wrocław,Śródmieście
58,2700,2023-07-14,Wrocław,Krzyki
20,2300,2023-07-14,Wrocław,Psie Pole
33,2500,2023-07-14,Wrocław,Śródmieście
35,2700,2023-07-14,Wrocław,Krzyki
42,3600,2023-07-14,Wrocław,Stare Miasto
40,2700,2023-07-14,Wrocław,Stare Miasto
48,2600,2023-07-14,Wrocław,Krzyki
31,2350,2023-07-14,Wrocław,Stare Miasto
49,1200,2023-07-14,Wrocław,Stare Miasto
30,1900,2023-07-14,Wrocław,Fabryczna
25,2200,2023-07-14,Wrocław,Śródmieście
50,3000,2023-07-14,Wrocław,Śródmieście
36,1799,2023-07-14,Wrocław,Krzyki
42,3000,2023-07-14,Wrocław,Stare Miasto
25,2200,2023-07-14,Wrocław,Fabryczna
34,2900,2023-07-14,Wrocław,Krzyki
64,3500,2023-07-14,Wrocław,Śródmieście
100,5500,2023-07-14,Wrocław,Krzyki
52,3315,2023-07-14,Wrocław,Psie Pole
36,3300,2023-07-14,Wrocław,Stare Miasto
10,1613,2023-07-14,Wrocław,Stare Miasto
32,2000,2023-07-14,Wrocław,Fabryczna
33,2600,2023-07-14,Wrocław,Śródmieście
40,2700,2023-07-13,Wrocław,Krzyki
62,3200,2023-07-11,Wrocław,Krzyki
20,1450,2023-07-14,Wrocław,Stare Miasto
52,3000,2023-07-14,Wrocław,Krzyki
40,3000,2023-07-14,Wrocław,Śródmieście
28,2500,2023-07-14,Wrocław,Stare Miasto
28,2500,2023-07-14,Wrocław,Krzyki
25,2700,2023-07-14,Wrocław,Stare Miasto
30,2400,2023-07-14,Wrocław,Śródmieście
120,9500,2023-07-14,Wrocław,Śródmieście
33,2800,2023-07-14,Wrocław,Fabryczna
35,2200,2023-07-14,Wrocław,Śródmieście
82,3500,2023-07-14,Wrocław,Krzyki
55,2800,2023-07-15,Wrocław,Krzyki
72,2800,2023-07-14,Wrocław,Psie Pole
19,1950,2023-07-15,Wrocław,Stare Miasto
82,1850,2023-07-14,Wrocław,Fabryczna
53,3200,2023-07-14,Wrocław,
103,6000,2023-07-14,Wrocław,Śródmieście
45,2700,2023-07-14,Wrocław,Śródmieście
35,2499,2023-07-14,Wrocław,Stare Miasto
36,2600,2023-07-14,Wrocław,Stare Miasto
32,2850,2023-07-14,Wrocław,Stare Miasto
110,4500,2023-07-14,Wrocław,Krzyki
25,2200,2023-07-14,Wrocław,Śródmieście
54,2600,2023-07-14,Wrocław,Krzyki
46,3600,2023-06-21,Wrocław,Stare Miasto
26,1800,2023-06-18,Wrocław,Fabryczna
41,3000,2023-07-14,Wrocław,Krzyki
27,1600,2023-07-14,Wrocław,Fabryczna
38,2700,2023-07-14,Wrocław,Stare Miasto
48,3200,2023-07-14,Wrocław,Stare Miasto
21,1950,2023-07-14,Wrocław,Stare Miasto
58,2700,2023-07-14,Wrocław,Fabryczna
37,2500,2023-07-14,Wrocław,Krzyki
26,2500,2023-07-14,Wrocław,Stare Miasto
38,3000,2023-07-14,Wrocław,Stare Miasto
85,3900,2023-07-14,Wrocław,Krzyki
42,3300,2023-07-14,Wrocław,Śródmieście
60,3500,2023-07-15,Wrocław,Fabryczna
66,3100,2023-07-10,Wrocław,Fabryczna
110,4500,2023-07-14,Wrocław,Krzyki
56,3750,2023-07-14,Wrocław,Krzyki
57,2950,2023-07-14,Wrocław,Krzyki
36,3000,2023-07-14,Wrocław,Śródmieście
38,2550,2023-07-14,Wrocław,Krzyki
40,2300,2023-07-14,Wrocław,Krzyki
40,2500,2023-07-14,Wrocław,Krzyki
25,2500,2023-07-14,Wrocław,Stare Miasto
27,2400,2023-07-14,Wrocław,Fabryczna
48,3100,2023-07-14,Wrocław,
29,1950,2023-07-14,Wrocław,Krzyki
48,2900,2023-07-15,Wrocław,Stare Miasto
42,3400,2023-06-22,Wrocław,Krzyki
47,2500,2023-07-15,Wrocław,Śródmieście
80,7000,2023-07-14,Wrocław,Krzyki
45,3600,2023-07-14,Wrocław,Śródmieście
50,3000,2023-07-14,Wrocław,Śródmieście
27,2400,2023-07-14,Wrocław,Stare Miasto
32,2250,2023-07-14,Wrocław,Krzyki
40,2600,2023-07-14,Wrocław,Stare Miasto
42,2600,2023-07-14,Wrocław,Fabryczna
46,3200,2023-07-14,Wrocław,Krzyki
50,2700,2023-07-14,Wrocław,Stare Miasto
41,3000,2023-07-14,Wrocław,Krzyki
55,2500,2023-07-15,Wrocław,Psie Pole
28,2200,2023-07-10,Wrocław,Śródmieście
40,2600,2023-07-14,Wrocław,Stare Miasto
40,3000,2023-07-14,Wrocław,Fabryczna
54,4200,2023-07-14,Wrocław,Krzyki
70,2500,2023-07-14,Wrocław,Stare Miasto
55,3000,2023-07-14,Wrocław,Krzyki
36,1799,2023-07-14,Wrocław,Krzyki
16,2160,2023-07-14,Wrocław,Fabryczna
56,2550,2023-07-14,Wrocław,Fabryczna
58,2400,2023-07-14,Wrocław,Fabryczna
25,1700,2023-07-14,Wrocław,Fabryczna
39,3200,2023-07-14,Wrocław,Krzyki
19,2000,2023-07-13,Wrocław,Psie Pole
39,2500,2023-07-14,Wrocław,Stare Miasto
60,2900,2023-07-12,Wrocław,Fabryczna
27,2400,2023-07-14,Wrocław,Śródmieście
52,2800,2023-07-14,Wrocław,Krzyki
51,2300,2023-07-14,Wrocław,Fabryczna
53,2900,2023-07-14,Wrocław,Psie Pole
51,2750,2023-07-14,Wrocław,Śródmieście
25,2200,2023-07-14,Wrocław,Stare Miasto
30,2500,2023-07-14,Wrocław,Krzyki
46,2500,2023-07-14,Wrocław,Krzyki
30,2500,2023-07-14,Wrocław,Krzyki
65,2800,2023-07-14,Wrocław,Stare Miasto
33,2800,2023-07-14,Wrocław,Fabryczna
58,2700,2023-07-14,Wrocław,Krzyki
20,2199,2023-07-06,Wrocław,Stare Miasto
50,2400,2023-07-14,Wrocław,Psie Pole
30,1800,2023-07-14,Wrocław,Krzyki
56,3000,2023-07-14,Wrocław,Fabryczna
56,2350,2023-07-14,Wrocław,Fabryczna
47,2200,2023-07-14,Wrocław,Stare Miasto
60,2200,2023-07-14,Wrocław,Stare Miasto
50,2700,2023-07-14,Wrocław,Stare Miasto
63,4000,2023-07-14,Wrocław,Fabryczna
36,2000,2023-07-14,Wrocław,Stare Miasto
16,1700,2023-07-14,Wrocław,Stare Miasto
50,1860,2023-07-14,Wrocław,Stare Miasto
37,2200,2023-07-14,Wrocław,Krzyki
20,2000,2023-07-13,Wrocław,Krzyki
31,1900,2023-07-14,Wrocław,Stare Miasto
65,3700,2023-07-14,Wrocław,Krzyki
40,3300,2023-07-14,Wrocław,Krzyki
88,5200,2023-07-14,Wrocław,Psie Pole
60,2350,2023-07-14,Wrocław,Krzyki
25,2400,2023-07-14,Wrocław,Fabryczna
18,2500,2023-07-14,Wrocław,Śródmieście
85,4000,2023-07-14,Wrocław,Stare Miasto
60,2600,2023-07-14,Wrocław,Krzyki
50,2900,2023-07-15,Wrocław,Stare Miasto
55,2500,2023-07-15,Wrocław,Psie Pole
28,2200,2023-07-10,Wrocław,Śródmieście
26,2000,2023-07-14,Wrocław,Śródmieście
24,2100,2023-07-14,Wrocław,Krzyki
67,3500,2023-07-14,Wrocław,Śródmieście
52,2600,2023-07-14,Wrocław,Fabryczna
50,2350,2023-07-14,Wrocław,Krzyki
54,2999,2023-07-14,Wrocław,Psie Pole
56,3400,2023-07-14,Wrocław,Stare Miasto
64,3800,2023-07-14,Wrocław,Śródmieście
42,3200,2023-07-14,Wrocław,Psie Pole
50,3000,2023-07-14,Wrocław,Stare Miasto
42,3400,2023-06-22,Wrocław,Krzyki
50,2700,2023-07-14,Wrocław,Stare Miasto
25,2200,2023-07-14,Wrocław,Stare Miasto
50,3200,2023-07-14,Wrocław,Krzyki
71,4500,2023-07-14,Wrocław,Krzyki
40,2800,2023-07-14,Wrocław,Psie Pole
38,2600,2023-07-14,Wrocław,Krzyki
50,2700,2023-07-14,Wrocław,Krzyki
60,2500,2023-07-14,Wrocław,Stare Miasto
48,2800,2023-07-14,Wrocław,Śródmieście
69,3000,2023-07-14,Wrocław,Krzyki
73,5000,2023-07-14,Wrocław,Krzyki
110,4500,2023-07-14,Wrocław,Krzyki
28,2450,2023-07-13,Wrocław,Stare Miasto
69,3500,2023-07-12,Wrocław,Krzyki
35,2900,2023-07-15,Wrocław,Śródmieście
32,2290,2023-07-14,Wrocław,Śródmieście
47,2300,2023-07-14,Wrocław,Psie Pole
97,8500,2023-07-14,Wrocław,Stare Miasto
48,2500,2023-07-14,Wrocław,Fabryczna
46,3199,2023-07-14,Wrocław,Stare Miasto
36,2200,2023-07-14,Wrocław,Stare Miasto
39,2500,2023-07-14,Wrocław,Stare Miasto
53,2400,2023-07-14,Wrocław,Krzyki
40,2400,2023-07-14,Wrocław,Fabryczna
52,3200,2023-07-14,Wrocław,Stare Miasto
59,3750,2023-07-15,Wrocław,Śródmieście
56,3000,2023-07-15,Wrocław,Stare Miasto
52,2500,2023-07-15,Wrocław,Fabryczna
29,2500,2023-07-14,Wrocław,Krzyki
30,2900,2023-07-14,Wrocław,Stare Miasto
82,4500,2023-07-14,Wrocław,Krzyki
48,2800,2023-07-14,Wrocław,Stare Miasto
68,3300,2023-07-14,Wrocław,Fabryczna
20,2050,2023-07-14,Wrocław,Stare Miasto
52,2800,2023-07-14,Wrocław,Krzyki
55,3500,2023-07-14,Wrocław,Psie Pole
26,1600,2023-07-14,Wrocław,Krzyki
65,4600,2023-07-14,Wrocław,Stare Miasto
45,2850,2023-07-13,Wrocław,Krzyki
27,2650,2023-07-13,Wrocław,Stare Miasto
48,3200,2023-07-14,Wrocław,Stare Miasto
45,2700,2023-07-14,Wrocław,Śródmieście
53,2700,2023-07-14,Wrocław,Stare Miasto
39,2800,2023-07-14,Wrocław,Krzyki
42,2500,2023-07-14,Wrocław,Śródmieście
49,3300,2023-07-14,Wrocław,Śródmieście
60,4500,2023-07-14,Wrocław,Krzyki
45,2900,2023-07-14,Wrocław,Fabryczna
26,2500,2023-07-14,Wrocław,Stare Miasto
27,2500,2023-07-14,Wrocław,Fabryczna
59,3900,2023-07-14,Wrocław,Psie Pole
50,2650,2023-07-15,Wrocław,Krzyki
42,3000,2023-07-14,Wrocław,Stare Miasto
50,2700,2023-07-14,Wrocław,Stare Miasto
45,2500,2023-07-14,Wrocław,Krzyki
69,3500,2023-07-13,Wrocław,Śródmieście
54,3500,2023-07-13,Wrocław,Stare Miasto
62,2600,2023-07-13,Wrocław,Krzyki
48,2800,2023-07-13,Wrocław,Krzyki
38,2800,2023-07-13,Wrocław,Stare Miasto
31,2800,2023-07-13,Wrocław,Fabryczna
60,3000,2023-07-13,Wrocław,Psie Pole
51,3000,2023-07-13,Wrocław,Krzyki
33,3000,2023-07-13,Wrocław,Fabryczna
56,3000,2023-07-15,Wrocław,Stare Miasto
52,2500,2023-07-15,Wrocław,Fabryczna
45,2850,2023-07-13,Wrocław,Krzyki
55,4000,2023-07-13,Wrocław,Krzyki
48,3500,2023-07-13,Wrocław,Śródmieście
55,3500,2023-07-13,Wrocław,Psie Pole
40,2950,2023-07-13,Wrocław,Stare Miasto
42,2800,2023-07-13,Wrocław,Krzyki
20,2100,2023-07-13,Wrocław,Stare Miasto
27,2650,2023-07-13,Wrocław,Stare Miasto
65,3400,2023-07-13,Wrocław,Fabryczna
28,3000,2023-07-13,Wrocław,Stare Miasto
25,2300,2023-07-13,Wrocław,Krzyki
50,3000,2023-07-14,Wrocław,Śródmieście
30,2300,2023-07-13,Wrocław,Śródmieście
50,2400,2023-07-15,Wrocław,Krzyki
54,2900,2023-07-13,Wrocław,Krzyki
59,3400,2023-07-13,Wrocław,Śródmieście
50,2500,2023-07-13,Wrocław,Fabryczna
62,3500,2023-07-13,Wrocław,Śródmieście
24,3000,2023-07-13,Wrocław,Fabryczna
39,3090,2023-07-13,Wrocław,Psie Pole
15,2030,2023-07-13,Wrocław,Psie Pole
46,3000,2023-07-13,Wrocław,Krzyki
30,1800,2023-07-13,Wrocław,Fabryczna
38,3150,2023-07-13,Wrocław,Stare Miasto
27,2650,2023-07-13,Wrocław,Stare Miasto
52,2900,2023-07-06,Wrocław,Krzyki
45,2500,2023-07-14,Wrocław,Krzyki
19,2000,2023-07-13,Wrocław,Psie Pole
18,1900,2023-07-13,Wrocław,Psie Pole
39,2450,2023-07-13,Wrocław,Śródmieście
70,3300,2023-07-13,Wrocław,Psie Pole
55,3800,2023-07-13,Wrocław,Śródmieście
32,2900,2023-07-13,Wrocław,Krzyki
103,4400,2023-07-13,Wrocław,Krzyki
36,2100,2023-07-13,Wrocław,Psie Pole
36,2500,2023-07-13,Wrocław,Stare Miasto
43,3000,2023-07-13,Wrocław,Krzyki
50,1860,2023-07-14,Wrocław,Stare Miasto
14,1990,2023-07-15,Wrocław,Stare Miasto
33,2100,2023-07-01,Wrocław,Krzyki
104,22000,2023-07-13,Wrocław,Stare Miasto
72,4500,2023-07-13,Wrocław,Krzyki
31,2500,2023-07-13,Wrocław,Fabryczna
30,2300,2023-07-13,Wrocław,Śródmieście
40,3100,2023-07-13,Wrocław,
8,1000,2023-07-13,Wrocław,Śródmieście
45,2850,2023-07-13,Wrocław,Krzyki
34,2350,2023-07-13,Wrocław,Krzyki
46,2500,2023-07-13,Wrocław,Fabryczna
39,2730,2023-07-13,Wrocław,Psie Pole
30,2300,2023-07-13,Wrocław,Śródmieście
54,1900,2023-07-15,Wrocław,Psie Pole
85,5600,2023-07-15,Wrocław,Krzyki
38,2700,2023-07-13,Wrocław,Stare Miasto
69,3800,2023-07-13,Wrocław,Stare Miasto
40,2700,2023-07-13,Wrocław,Krzyki
15,1890,2023-07-13,Wrocław,Psie Pole
25,2300,2023-07-13,Wrocław,Krzyki
70,3800,2023-07-13,Wrocław,Stare Miasto
50,3300,2023-07-13,Wrocław,Fabryczna
53,2900,2023-07-13,Wrocław,Stare Miasto
38,2600,2023-07-13,Wrocław,Śródmieście
49,3100,2023-07-13,Wrocław,Śródmieście
56,3000,2023-07-15,Wrocław,Stare Miasto
20,2000,2023-07-13,Wrocław,Krzyki
35,2900,2023-07-15,Wrocław,Śródmieście
25,2200,2023-07-13,Wrocław,Fabryczna
54,3100,2023-07-13,Wrocław,Psie Pole
57,3500,2023-07-13,Wrocław,Krzyki
40,2800,2023-07-13,Wrocław,Stare Miasto
40,2100,2023-07-13,Wrocław,Stare Miasto
54,2500,2023-07-13,Wrocław,Krzyki
231,12000,2023-07-13,Wrocław,Krzyki
75,2800,2023-07-13,Wrocław,Fabryczna
90,5500,2023-07-13,Wrocław,Krzyki
56,2400,2023-07-13,Wrocław,Krzyki
60,2200,2023-07-14,Wrocław,Stare Miasto
110,4500,2023-07-14,Wrocław,Krzyki
38,2700,2023-07-13,Wrocław,Stare Miasto
54,3000,2023-07-13,Wrocław,Krzyki
63,2900,2023-07-13,Wrocław,Fabryczna
56,5000,2023-07-13,Wrocław,Stare Miasto
54,3500,2023-07-13,Wrocław,Psie Pole
26,2500,2023-07-13,Wrocław,Śródmieście
44,2750,2023-07-13,Wrocław,Krzyki
18,1700,2023-07-13,Wrocław,Śródmieście
38,2800,2023-07-13,Wrocław,Stare Miasto
27,2100,2023-07-13,Wrocław,Fabryczna
20,2000,2023-07-13,Wrocław,Krzyki
38,3200,2023-07-15,Wrocław,Stare Miasto
37,2800,2023-07-03,Wrocław,Psie Pole
20,2110,2023-07-10,Wrocław,Fabryczna
39,2900,2023-07-13,Wrocław,Krzyki
44,2390,2023-07-13,Wrocław,Stare Miasto
82,3900,2023-07-13,Wrocław,Krzyki
25,1600,2023-07-13,Wrocław,Psie Pole
17,1690,2023-07-13,Wrocław,Krzyki
95,4400,2023-07-13,Wrocław,Fabryczna
28,2400,2023-07-13,Wrocław,Śródmieście
37,3200,2023-07-13,Wrocław,Śródmieście
45,3400,2023-07-13,Wrocław,Stare Miasto
40,3500,2023-07-13,Wrocław,Fabryczna
36,1799,2023-07-14,Wrocław,Krzyki
72,4500,2023-07-13,Wrocław,Krzyki
17,1700,2023-07-13,Wrocław,Krzyki
20,2100,2023-07-13,Wrocław,Fabryczna
51,5000,2023-07-13,Wrocław,Stare Miasto
46,2000,2023-07-13,Wrocław,Fabryczna
50,2600,2023-07-13,Wrocław,Śródmieście
16,2150,2023-07-13,Wrocław,Fabryczna
50,2200,2023-07-13,Wrocław,Krzyki
34,3200,2023-07-13,Wrocław,Stare Miasto
55,3700,2023-07-13,Wrocław,Stare Miasto
68,4250,2023-07-13,Wrocław,Fabryczna
40,2700,2023-07-13,Wrocław,Krzyki
34,2500,2023-07-11,Wrocław,Psie Pole
32,2250,2023-07-14,Wrocław,Krzyki
38,2900,2023-07-13,Wrocław,
25,1800,2023-07-13,Wrocław,Stare Miasto
50,2200,2023-07-13,Wrocław,Fabryczna
35,2800,2023-07-13,Wrocław,Śródmieście
40,3500,2023-07-13,Wrocław,Śródmieście
47,3000,2023-07-13,Wrocław,Fabryczna
45,2400,2023-07-13,Wrocław,Krzyki
41,3000,2023-07-13,Wrocław,Fabryczna
73,3300,2023-07-13,Wrocław,Fabryczna
27,2000,2023-07-13,Wrocław,Krzyki
43,2500,2023-07-13,Wrocław,Fabryczna
47,2300,2023-07-14,Wrocław,Psie Pole
60,2900,2023-07-12,Wrocław,Fabryczna
15,1980,2023-07-13,Wrocław,Śródmieście
37,2500,2023-07-13,Wrocław,Stare Miasto
25,2700,2023-07-13,Wrocław,Stare Miasto
38,2900,2023-07-13,Wrocław,Stare Miasto
27,2200,2023-07-13,Wrocław,Stare Miasto
43,2799,2023-07-13,Wrocław,Śródmieście
58,3500,2023-07-13,Wrocław,Śródmieście
50,2800,2023-07-13,Wrocław,Krzyki
27,2200,2023-07-13,Wrocław,Fabryczna
52,2900,2023-07-06,Wrocław,Krzyki
45,3600,2023-07-14,Wrocław,Śródmieście
72,2800,2023-07-14,Wrocław,Psie Pole
35,2400,2023-07-13,Wrocław,Śródmieście
50,2300,2023-07-13,Wrocław,Krzyki
70,3400,2023-07-13,Wrocław,Fabryczna
76,3650,2023-07-13,Wrocław,Śródmieście
55,2900,2023-07-13,Wrocław,Krzyki
45,2550,2023-07-13,Wrocław,Fabryczna
43,2900,2023-07-13,Wrocław,Krzyki
70,3300,2023-07-13,Wrocław,Fabryczna
36,3300,2023-07-13,Wrocław,
40,3100,2023-07-13,Wrocław,Psie Pole
30,2800,2023-07-12,Wrocław,Stare Miasto
25,2200,2023-07-14,Wrocław,Śródmieście
37,2500,2023-07-14,Wrocław,Krzyki
49,2600,2023-07-13,Wrocław,Psie Pole
48,3000,2023-07-13,Wrocław,Fabryczna
70,3500,2023-07-13,Wrocław,Fabryczna
102,4500,2023-07-13,Wrocław,Krzyki
54,2300,2023-07-13,Wrocław,Fabryczna
40,2600,2023-07-13,Wrocław,Krzyki
22,2700,2023-07-13,Wrocław,Stare Miasto
29,2300,2023-07-13,Wrocław,Stare Miasto
25,2400,2023-07-13,Wrocław,Stare Miasto
40,2400,2023-07-13,Wrocław,Stare Miasto
50,2700,2023-07-14,Wrocław,Stare Miasto
72,4500,2023-07-13,Wrocław,Krzyki
26,2000,2023-07-14,Wrocław,Śródmieście
100,7500,2023-07-13,Wrocław,Krzyki
31,2550,2023-07-13,Wrocław,Stare Miasto
